"","","","","",""
"","Topic","Class","DPP","PYQ","Status"
"","Basic Concept","","","",""
"","Work and Heat","","","",""
"","First Law of Thermodynamics","","","",""
"","Second Law of Thermodynamics","","","",""
"","Entropy","","","",""
"","Exergy","","","",""
"","Properties of Pure Substance","","","",""
"","Thermodynamic Relations","","","",""
"","","","","",""
"","","✔️❌🔄","","",""
