"","","","","","",""
"","","Topic","Class","DPP","PYQ","Status"
"","","Phase Diagram","","","",""
"","","Dislocation Theory","","","",""
"","","TTT Diagram","","","",""
"","","Heat Treatment","","","",""
"","","Crystallography","","","",""
"","","Corrosion","","","",""
"","","Nanomaterial and Polymer","","","",""
"","","Ceramic and Composites","","","",""
"","","","","","",""
"","","","✔️❌🔄","","",""
