"","","","","","",""
"","","Topic","Class","DPP","PYQ","Status"
"","","Quantitative Aptitude","","","",""
"","","Analytical Aptitude","","","",""
"","","Spatial Aptitude","","","",""
"","","Parts of Speech","","","",""
"","","Non Grammar","","","",""
"","","Vocabulary","","","",""
"","","Reading Comprehension","","","",""
"","","","","","",""
"","","","","✔️❌🔄","",""
